Station,Brockau,,,,,,,,,,
Date,Time,WINDRI (GRAD),WINDRI (GRAD),WINDRI (GRAD),WINDGE (m/sec),WINDGE (m/sec),WINDGE (m/sec),NO (µg/m^3),NO2 (µg/m^3),O3 (µg/m^3),PM10_TEOM (µg/m^3)
12/15/20,16:00,202,NaN,95,4.1, NaN,2.2,1,11,22,10
12/15/20,15:00,211,NaN,95,4.7, NaN,1.9,2,10,23,10
12/15/20,14:00,215,NaN,97,4.5, NaN,1.6,2,9,27,11
12/15/20,13:00,196,NaN,97,3.7, NaN,1.5,2,10,27,13
12/15/20,12:00,202,NaN,94,5.7, NaN,1.8,2,8,29,11
12/15/20,11:00,218,NaN,96,5.7, NaN,1.8,2,11,25,8
12/15/20,10:00,205,NaN,96,4.3, NaN,1.9,1,10,28,9
12/15/20,9:00,207,NaN,94,5.4, NaN,2.2,1,11,25,12
12/15/20,8:00,212,NaN,95,6, NaN,2.4,1,11,23,11
12/15/20,7:00,210,NaN,95,4.9, NaN,1.7,1,12,22,9
12/15/20,6:00,210,NaN,95,5, NaN,2,1,13,20,6
12/15/20,5:00,206,NaN,94,4.2, NaN,1.8,1,12,21,7
12/15/20,4:00,205,NaN,96,4.1, NaN,1.6,1,12,21,9
12/15/20,3:00,207,NaN,99,4.4, NaN,1.3,1,14,20,9
12/15/20,2:00,195,NaN,93,4.8, NaN,1.7,1,12,23,11
12/15/20,1:00,196,NaN,94,4.9, NaN,1.9,1,12,23,13
12/15/20,0:00,210,NaN,93,4.8, NaN,1.8,1,11,24,8
12/14/20,23:00,218,NaN,94,5.5, NaN,1.8,1,11,24,9
12/14/20,22:00,214,NaN,92,6.1, NaN,2.2,1,9,29,9
12/14/20,21:00,211,NaN,93,5.5, NaN,2.2,1,7,32,7
12/14/20,20:00,205,NaN,92,5.6, NaN,2.4,1,8,31,7
12/14/20,19:00,206,NaN,93,5.6, NaN,2.5,1,8,32,6
12/14/20,18:00,204,NaN,94,6.1, NaN,2.5,1,9,33,8
12/14/20,17:00,203,NaN,94,6.1, NaN,2.3,1,11,31,7
12/14/20,16:00,202,NaN,96,6.2, NaN,1.9,1,10,33,8
12/14/20,15:00,200,NaN,97,6.4, NaN,2.5,2,8,36,6
12/14/20,14:00,203,NaN,100,6.6, NaN,1.5,2,7,36,5
12/14/20,13:00,199,NaN,98,6.1, NaN,1.8,2,6,38,6
12/14/20,12:00,206,NaN,95,6.9, NaN,2.1,1,6,38,6
12/14/20,11:00,203,NaN,97,6.5, NaN,1.9,1,6,37,5
12/14/20,10:00,203,NaN,101,6, NaN,1.3,1,7,32,4
12/14/20,9:00,200,NaN,98,5, NaN,1.5,1,9,26,4
12/14/20,8:00,195,NaN,98,4.7, NaN,1.5,1,11,22,4
12/14/20,7:00,195,NaN,101,4.3, NaN,1.4,1,11,19,3
12/14/20,6:00,194,NaN,97,4.2, NaN,1.6,1,13,17,4
12/14/20,5:00,199,NaN,101,4.4, NaN,1.1,1,14,13,5
12/14/20,4:00,206,NaN,103,2.3, NaN,1,1,16,7,8
12/14/20,3:00,184,NaN,104,2.4, NaN,1,2,17,2,9
12/14/20,2:00,199,NaN,102,2.3, NaN,0.8,2,18,1,8
12/14/20,1:00,201,NaN,97,2.2, NaN,1.1,2,18,1,9
12/14/20,0:00,212,NaN,97,2.2, NaN,0.9,1,18,2,9
12/13/20,23:00,207,NaN,99,2.6, NaN,0.9,1,19,2,8
12/13/20,22:00,206,NaN,101,2.4, NaN,0.7,1,20,3,7
12/13/20,21:00,201,NaN,105,2.4, NaN,0.4,1,19,5,8
12/13/20,20:00,206,NaN,105,2.4, NaN,0.6,1,18,7,9
12/13/20,19:00,211,NaN,106,2.5, NaN,0.5,2,19,7,8
12/13/20,18:00,219,NaN,121,2.3, NaN,0.4,2,18,9,7
12/13/20,17:00,224,NaN,100,2.8, NaN,0.4,1,16,16,7
12/13/20,16:00,230,NaN,116,2.8, NaN,0.4,2,15,19,8
12/13/20,15:00,206,NaN,109,2.6, NaN,0.4,3,15,16,10
12/13/20,14:00,204,NaN,291,2.6, NaN,0.5,5,14,12,11
12/13/20,13:00,204,NaN,124,3.2, NaN,0.5,6,13,10,10
12/13/20,12:00,206,NaN,131,3.6, NaN,0.4,5,14,8,10
12/13/20,11:00,202,NaN,130,3.4, NaN,0.3,4,13,9,10
12/13/20,10:00,204,NaN,123,3.1, NaN,0.3,3,14,8,12
12/13/20,9:00,199,NaN,170,3.2, NaN,0.3,1,16,7,13
12/13/20,8:00,205,NaN,255,3.2, NaN,0.2,1,16,7,14
12/13/20,7:00,208,NaN,129,3.4, NaN,0.4,1,16,7,14
12/13/20,6:00,205,NaN,107,3.7, NaN,0.5,1,15,9,14
12/13/20,5:00,211,NaN,123,3.9, NaN,0.3,1,14,10,13
12/13/20,4:00,210,NaN,240,4.1, NaN,0.3,1,13,12,14
12/13/20,3:00,208,NaN,106,4, NaN,0.5,1,14,11,15
12/13/20,2:00,206,NaN,107,3.8, NaN,0.4,1,14,10,13
12/13/20,1:00,207,NaN,99,3.7, NaN,0.6,1,14,11,14
12/13/20,0:00,211,NaN,107,4.3, NaN,0.6,1,15,11,15
12/12/20,23:00,207,NaN,96,4, NaN,1.1,1,13,14,16
12/12/20,22:00,203,NaN,97,3.9, NaN,1.1,1,12,16,18
12/12/20,21:00,205,NaN,103,3.6, NaN,0.6,1,11,18,18
12/12/20,20:00,205,NaN,110,3.7, NaN,0.5,1,10,20,17
12/12/20,19:00,207,NaN,97,3.7, NaN,1.1,1,9,22,15
12/12/20,18:00,209,NaN,98,4.5, NaN,1.2,1,9,26,14
12/12/20,17:00,213,NaN,101,4.5, NaN,1.1,1,10,27,14
12/12/20,16:00,211,NaN,107,5, NaN,0.9,1,10,29,11
12/12/20,15:00,211,NaN,103,5.2, NaN,1.1,1,8,31,12
12/12/20,14:00,205,NaN,105,4.5, NaN,1.1,1,7,32,10
12/12/20,13:00,204,NaN,106,4.5, NaN,1.1,1,6,35,9
12/12/20,12:00,201,NaN,111,4.7, NaN,1,1,6,35,11
12/12/20,11:00,199,NaN,110,3.8, NaN,1,1,6,36,10
12/12/20,10:00,202,NaN,111,3.8, NaN,1,1,6,35,8
12/12/20,9:00,207,NaN,109,4.2, NaN,0.8,1,7,34,8
12/12/20,8:00,209,NaN,108,3.4, NaN,0.8,1,8,33,9
12/12/20,7:00,203,NaN,104,2.7, NaN,1,1,9,31,11
12/12/20,6:00,204,NaN,108,1.9, NaN,0.8,1,9,27,12
12/12/20,5:00,214,NaN,110,1.8, NaN,0.9,1,10,23,11
12/12/20,4:00,197,NaN,105,1.1, NaN,0.9,1,13,20,11
12/12/20,3:00,178,NaN,109,1.6, NaN,1,1,12,22,10
12/12/20,2:00,199,NaN,107,2.7, NaN,1,1,11,21,10
12/12/20,1:00,200,NaN,103,3.5, NaN,1,1,10,24,10
12/12/20,0:00,197,NaN,106,3.4, NaN,0.8,1,14,22,10
12/11/20,23:00,199,NaN,110,3.7, NaN,0.8,1,16,20,13
12/11/20,22:00,209,NaN,110,2.8, NaN,0.8,1,16,19,14
12/11/20,21:00,201,NaN,110,2.2, NaN,0.9,1,15,21,12
12/11/20,20:00,195,NaN,111,2.8, NaN,0.9,1,13,24,11
12/11/20,19:00,209,NaN,110,3.3, NaN,1.1,1,15,22,11
12/11/20,18:00,189,NaN,109,1.6, NaN,1.2,1,14,23,12
12/11/20,17:00,193,NaN,107,1.4, NaN,1,1,14,24,12
12/11/20,16:00,180,NaN,104,2.2, NaN,1.1,1,11,31,9
12/11/20,15:00,187,NaN,106,2.6, NaN,1,1,9,36,9
12/11/20,14:00,172,NaN,107,2.5, NaN,0.7,1,10,36,11
12/11/20,13:00,167,NaN,111,1.8, NaN,0.9,2,13,26,10
12/11/20,12:00,169,NaN,109,1.7, NaN,1,3,15,17,10
12/11/20,11:00,180,NaN,110,2.6, NaN,1.3,2,13,17,7
12/11/20,10:00,181,NaN,110,3.3, NaN,1.3,1,12,23,8
12/11/20,9:00,196,NaN,109,2.8, NaN,1.2,1,13,19,10
12/11/20,8:00,189,NaN,112,2.5, NaN,1.3,1,23,10,10
12/11/20,7:00,168,NaN,113,2, NaN,1.2,3,27,2,9
12/11/20,6:00,146,NaN,112,1.5, NaN,1.1,6,24,1,10
12/11/20,5:00,177,NaN,112,2, NaN,1.1,4,22,1,12
12/11/20,4:00,206,NaN,113,2, NaN,1.1,2,19,5,13
12/11/20,3:00,190,NaN,114,1.6, NaN,1,1,17,10,13
12/11/20,2:00,182,NaN,112,1.9, NaN,1,1,21,3,13
12/11/20,1:00,206,NaN,113,1.6, NaN,1,7,23,1,18
12/11/20,0:00,195,NaN,112,1, NaN,0.9,8,21,1,20
12/10/20,23:00,211,NaN,114,1, NaN,0.9,11,19,1,17
12/10/20,22:00,212,NaN,115,0.4, NaN,0.9,10,19,1,14
12/10/20,21:00,294,NaN,114,0.7, NaN,0.9,9,20,1,15
12/10/20,20:00,343,NaN,115,0.6, NaN,0.9,9,19,1,16
12/10/20,19:00,4,NaN,115,0.8, NaN,0.9,8,20,1,12
12/10/20,18:00,22,NaN,114,1, NaN,0.9,8,20,1,17
12/10/20,17:00,348,NaN,110,1, NaN,0.8,9,21,1,20
12/10/20,16:00,359,NaN,109,0.7, NaN,0.8,9,19,2,19
12/10/20,15:00,10,NaN,144,1.3, NaN,0.5,9,18,3,19
12/10/20,14:00,34,NaN,125,1.7, NaN,0.6,10,16,4,16
12/10/20,13:00,348,NaN,115,1, NaN,0.7,8,16,4,14
12/10/20,12:00,326,NaN,109,0.9, NaN,0.9,9,15,4,15
12/10/20,11:00,264,NaN,107,0.6, NaN,0.8,5,15,7,14
12/10/20,10:00,233,NaN,107,0.7, NaN,0.8,7,19,4,13
12/10/20,9:00,256,NaN,105,0.4, NaN,1.1,7,18,2,13
12/10/20,8:00,220,NaN,107,1.2, NaN,0.8,7,21,2,16
12/10/20,7:00,208,NaN,106,0.4, NaN,0.8,4,20,2,13
12/10/20,6:00,199,NaN,107,1, NaN,0.7,2,21,5,14
12/10/20,5:00,188,NaN,108,0.8, NaN,0.8,1,21,6,26
12/10/20,4:00,230,NaN,108,0, NaN,0.8,1,23,4,14
12/10/20,3:00,46,NaN,107,0.6, NaN,1.1,1,24,3,7
12/10/20,2:00,54,NaN,108,0.4, NaN,0.8,1,24,4,10
12/10/20,1:00,37,NaN,105,0.6, NaN,1.1,1,24,3,14
12/10/20,0:00,353,NaN,107,1, NaN,1,1,24,4,12
12/9/20,23:00,3,NaN,106,1.2, NaN,0.8,1,25,4,15
12/9/20,22:00,7,NaN,107,0.5, NaN,0.7,6,29,3,17
12/9/20,21:00,44,NaN,121,0, NaN,0.5,1,26,6,17
12/9/20,20:00,64,NaN,108,0, NaN,0.5,1,25,7,18
12/9/20,19:00,67,NaN,120,0.5, NaN,0.4,1,26,7,18
12/9/20,18:00,41,NaN,259,1.4, NaN,0.4,1,24,4,18
12/9/20,17:00,30,NaN,261,1.8, NaN,0.4,1,21,7,18
12/9/20,16:00,40,NaN,265,2.2, NaN,0.4,2,17,10,19
12/9/20,15:00,35,NaN,270,1.5, NaN,0.5,4,18,7,17
12/9/20,14:00,37,NaN,127,1.4, NaN,0.5,7,16,9,19
12/9/20,13:00,50,NaN,209,1.2, NaN,0.4,10,20,5,22
12/9/20,12:00,21,NaN,140,1, NaN,0.5,8,18,8,19
12/9/20,11:00,37,NaN,235,0.3, NaN,0.5,6,17,6,17
12/9/20,10:00,240,NaN,121,0.3, NaN,0.5,5,16,6,18
12/9/20,9:00,80,NaN,113,0.6, NaN,0.6,3,19,6,16
12/9/20,8:00,58,NaN,112,0.1, NaN,0.5,3,19,11,17
12/9/20,7:00,236,NaN,107,0.4, NaN,0.7,4,18,6,13
12/9/20,6:00,327,NaN,106,0, NaN,0.8,3,17,8,17
12/9/20,5:00,66,NaN,107,0, NaN,0.8,2,20,5,18
12/9/20,4:00,226,NaN,122,0, NaN,0.4,1,20,6,12
12/9/20,3:00,42,NaN,228,0.7, NaN,0.4,1,15,17,10
12/9/20,2:00,69,NaN,225,1, NaN,0.4,1,18,17,9
12/9/20,1:00,69,NaN,109,1, NaN,0.8,1,20,15,22
12/9/20,0:00,72,NaN,105,1.4, NaN,1.1,1,27,10,28
12/8/20,23:00,64,NaN,106,1.3, NaN,1,1,23,10,26
12/8/20,22:00,74,NaN,106,0.9, NaN,1,1,17,19,24
12/8/20,21:00,12,NaN,107,0.4, NaN,1,1,19,17,26
12/8/20,20:00,251,NaN,107,0.6, NaN,0.9,2,21,16,31
12/8/20,19:00,236,NaN,106,1, NaN,0.8,3,29,10, NaN
12/8/20,18:00,76,NaN,105,1.3, NaN,0.8,2,29,15,4
12/8/20,17:00,48,NaN,106,2.1, NaN,0.6,1,23,20,19
12/8/20,16:00,42,NaN,102,1.2, NaN,0.6,4,22,18,21
12/8/20,15:00,57,NaN,104,1, NaN,0.7,4,15,20,28
12/8/20,14:00,259,NaN,107,0.6, NaN,0.9,5,13,29,35
12/8/20,13:00,232,NaN,107,0.5, NaN,1,9,17,20,21
12/8/20,12:00,242,NaN,108,0.9, NaN,1,11,16,15,21
12/8/20,11:00,245,NaN,110,0.6, NaN,0.7,11,15,14,28
12/8/20,10:00,248,NaN,106,0.7, NaN,0.8,16,19,8,24
12/8/20,9:00,239,NaN,112,1, NaN,0.6,7,21,6,21
12/8/20,8:00,80,NaN,112,1.5, NaN,0.7,2,25,6,16
12/8/20,7:00,69,NaN,111,0.7, NaN,0.6,1,23,7,14
12/8/20,6:00,42,NaN,110,0.3, NaN,0.5,1,21,12,13
12/8/20,5:00,118,NaN,115,0.5, NaN,0.5,1,20,12,13
12/8/20,4:00,60,NaN,220,0.9, NaN,0.3,1,19,16,13
12/8/20,3:00,57,NaN,208,1, NaN,0.3,1,17,22,13
12/8/20,2:00,59,NaN,107,2, NaN,0.6,1,20,23,12
12/8/20,1:00,57,NaN,108,1.9, NaN,0.7,1,13,30,4
12/8/20,0:00,59,NaN,111,1.1, NaN,0.5,1,10,33, NaN
12/7/20,23:00,64,NaN,116,0.6, NaN,0.5,1,11,31, NaN
12/7/20,22:00,68,NaN,109,0.1, NaN,0.4,1,11,32, NaN
12/7/20,21:00,179,NaN,103,0.1, NaN,0.6,1,8,39, NaN
12/7/20,20:00,175,NaN,143,1.4, NaN,0.4,1,8,51, NaN
12/7/20,19:00,191,NaN,278,2.4, NaN,0.5,1,9,49, NaN
12/7/20,18:00,205,NaN,103,2.9, NaN,0.7,1,9,49, NaN
12/7/20,17:00,186,NaN,104,2.8, NaN,0.7,1,10,47, NaN
12/7/20,16:00,174,NaN,107,2.4, NaN,0.6,1,13,38, NaN
12/7/20,15:00,187,NaN,99,3.4, NaN,1.1,1,13,32, NaN
12/7/20,14:00,196,NaN,98,3.5, NaN,1.7,2,14,21, NaN
12/7/20,13:00,197,NaN,97,4.2, NaN,1.8,2,15,21, NaN
12/7/20,12:00,198,NaN,97,4.4, NaN,1.7,5,13,19, NaN
12/7/20,11:00,201,NaN,98,5.2, NaN,2,7,12,15, NaN
12/7/20,10:00,209,NaN,100,7, NaN,1,6,15,12, NaN
12/7/20,9:00,211,NaN,106,6.8, NaN,0.8,2,18,7, NaN
12/7/20,8:00,206,NaN,102,5.5, NaN,0.8,1,22,6, NaN
12/7/20,7:00,206,NaN,100,5.7, NaN,0.9,1,12,27, NaN
12/7/20,6:00,206,NaN,105,4, NaN,0.7,1,7,41, NaN
12/7/20,5:00,166,NaN,103,2.3, NaN,0.8,1,5,48, NaN
12/7/20,4:00,154,NaN,104,3.9, NaN,0.9,1,4,52, NaN
12/7/20,3:00,138,NaN,105,2.4, NaN,1,1,5,46, NaN
12/7/20,2:00,77,NaN,105,1, NaN,1,1,13,27, NaN
12/7/20,1:00,78,NaN,110,1.6, NaN,0.7,1,19,14, NaN
12/7/20,0:00,68,NaN,107,1.1, NaN,0.7,2,21,8, NaN
12/6/20,23:00,74,NaN,117,1.2, NaN,0.7,2,21,7, NaN
12/6/20,22:00,23,NaN,277,1.2, NaN,0.5,4,18,7, NaN
12/6/20,21:00,220,NaN,185,1.1, NaN,0.4,11,20,2, NaN
12/6/20,20:00,231,NaN,118,0.9, NaN,0.5,5,17,2, NaN
12/6/20,19:00,125,NaN,123,0.5, NaN,0.4,4,18,4, NaN
12/6/20,18:00,216,NaN,121,0.7, NaN,0.5,3,18,3, NaN
12/6/20,17:00,13,NaN,119,0.1, NaN,0.6,5,19,3, NaN
12/6/20,16:00,55,NaN,115,0.7, NaN,0.4,3,16,5, NaN
12/6/20,15:00,296,NaN,278,0.3, NaN,0.7,5,14,11, NaN
12/6/20,14:00,262,NaN,281,1.3, NaN,0.7,6,16,8, NaN
12/6/20,13:00,50,NaN,276,1.3, NaN,0.6,7,17,7, NaN
12/6/20,12:00,273,NaN,275,1.3, NaN,0.6,5,14,11, NaN
12/6/20,11:00,291,NaN,206,1, NaN,0.4,4,15,12, NaN
12/6/20,10:00,65,NaN,262,1.3, NaN,0.6,5,17,10, NaN
12/6/20,9:00,31,NaN,260,0.9, NaN,0.5,2,18,10, NaN
12/6/20,8:00,227,NaN,281,0.7, NaN,0.9,1,22,6, NaN
12/6/20,7:00,314,NaN,280,0.4, NaN,0.6,1,22,8, NaN
12/6/20,6:00,349,NaN,275,0.8, NaN,0.5,1,23,8, NaN
12/6/20,5:00,319,NaN,254,1.3, NaN,0.4,1,25,7, NaN
12/6/20,4:00,322,NaN,276,1.6, NaN,0.4,1,25,7, NaN
12/6/20,3:00,356,NaN,262,1.2, NaN,0.3,1,27,6, NaN
12/6/20,2:00,11,NaN,138,1, NaN,0.4,1,24,9, NaN
12/6/20,1:00,50,NaN,144,2.1, NaN,0.4,1,23,9, NaN
12/6/20,0:00,39,NaN,234,1.9, NaN,0.4,1,27,7,30
12/5/20,23:00,3,NaN,252,1.7, NaN,0.7,1,29,7,27
12/5/20,22:00,18,NaN,260,2.7, NaN,0.7,1,26,11,25
12/5/20,21:00,353,NaN,251,1.4, NaN,0.5,1,22,16,32
12/5/20,20:00,344,NaN,265,1.6, NaN,0.5,1,20,20,26
12/5/20,19:00,298,NaN,263,0.7, NaN,0.4,1,24,11,33
12/5/20,18:00,151,NaN,109,0.9, NaN,0.6,3,27,11,31
12/5/20,17:00,65,NaN,112,0.7, NaN,0.5,2,24,16,25
12/5/20,16:00,34,NaN,105,0.8, NaN,0.5,2,19,22,25
12/5/20,15:00,217,NaN,95,2.5, NaN,0.7,3,19,24,19
12/5/20,14:00,215,NaN,102,3.1, NaN,0.8,2,16,28,21
12/5/20,13:00,207,NaN,285,3.7, NaN,0.7,3,14,29,25
12/5/20,12:00,206,NaN,288,4.3, NaN,0.8,4,13,30,22
12/5/20,11:00,211,NaN,101,5.8, NaN,0.9,4,13,30,14
12/5/20,10:00,215,NaN,97,6.2, NaN,0.9,1,8,37,14
12/5/20,9:00,195,NaN,110,5.1, NaN,0.8,1,8,40,15
12/5/20,8:00,225,NaN,281,4.7, NaN,0.6,1,9,35,17
12/5/20,7:00,271,NaN,287,1.8, NaN,0.9,1,12,31,17
12/5/20,6:00,243,NaN,284,0.9, NaN,0.8,1,13,28,22
12/5/20,5:00,210,NaN,116,0.7, NaN,0.5,1,15,23,21
12/5/20,4:00,72,NaN,256,1.1, NaN,0.5,1,16,19,22
12/5/20,3:00,100,NaN,130,1.6, NaN,0.3,1,15,22,23
12/5/20,2:00,82,NaN,122,0.7, NaN,0.3,1,18,19,22
12/5/20,1:00,143,NaN,122,1.3, NaN,0.4,1,16,22,23
12/5/20,0:00,236,NaN,122,0.9, NaN,0.4,1,17,22,22
12/4/20,23:00,224,NaN,115,0.9, NaN,0.5,1,18,22,25
12/4/20,22:00,189,NaN,108,1.4, NaN,0.8,1,16,28,19
12/4/20,21:00,200,NaN,108,2, NaN,0.7,1,13,32,14
12/4/20,20:00,205,NaN,109,2.8, NaN,0.9,1,13,31,13
12/4/20,19:00,197,NaN,110,2.2, NaN,0.7,1,16,30,18
12/4/20,18:00,198,NaN,108,1.8, NaN,1,1,15,29,15
12/4/20,17:00,199,NaN,105,1.6, NaN,1.3,1,16,30,26
12/4/20,16:00,196,NaN,106,2.7, NaN,0.8,1,13,34,14
12/4/20,15:00,202,NaN,106,3.1, NaN,1,2,10,38,15
12/4/20,14:00,197,NaN,105,2.5, NaN,1.2,3,9,38,13
12/4/20,13:00,198,NaN,107,4.2, NaN,1,3,11,33,13
12/4/20,12:00,207,NaN,105,4.4, NaN,0.7,2,11,32,13
12/4/20,11:00,205,NaN,106,4.2, NaN,0.7,2,10,34,13
12/4/20,10:00,206,NaN,104,3.4, NaN,1.3,1,12,31,13
12/4/20,9:00,202,NaN,103,3.6, NaN,1.6,1,13,30,20
12/4/20,8:00,188,NaN,104,3.3, NaN,1.4,1,15,26,17
12/4/20,7:00,194,NaN,104,3.9, NaN,1,1,13,27,18
12/4/20,6:00,206,NaN,108,3.9, NaN,0.9,1,13,28,17
12/4/20,5:00,212,NaN,108,2.3, NaN,1.1,1,13,30,15
12/4/20,4:00,207,NaN,107,1.4, NaN,1.4,1,12,33,16
12/4/20,3:00,198,NaN,106,1, NaN,1.5,1,12,33,18
12/4/20,2:00,209,NaN,107,1.4, NaN,1.1,1,11,31,21
12/4/20,1:00,197,NaN,106,2.2, NaN,1.1,1,11,31,20
12/4/20,0:00,205,NaN,105,3.7, NaN,1.3,1,12,32,20
12/3/20,23:00,187,NaN,105,4, NaN,1.3,1,13,31,20
12/3/20,22:00,183,NaN,101,4.3, NaN,1.4,1,14,31,18
12/3/20,21:00,182,NaN,95,4.2, NaN,1.8,1,14,33,20
12/3/20,20:00,188,NaN,94,4.4, NaN,1.8,1,15,31,21
12/3/20,19:00,194,NaN,94,4.1, NaN,2.1,2,17,28,18
12/3/20,18:00,190,NaN,94,3.7, NaN,2.2,1,16,26,20
12/3/20,17:00,185,NaN,94,4.1, NaN,2.2,1,16,26,15
12/3/20,16:00,186,NaN,96,5, NaN,1.8,1,14,30,12
12/3/20,15:00,185,NaN,96,4.9, NaN,1.6,2,12,32,10
12/3/20,14:00,196,NaN,95,4.3, NaN,2.2,2,10,34,9
12/3/20,13:00,197,NaN,94,4.2, NaN,2.5,2,9,35,9
12/3/20,12:00,199,NaN,96,3.9, NaN,2.5,2,10,35,16
12/3/20,11:00,199,NaN,94,4.8, NaN,2.3,2,12,33,21
12/3/20,10:00,219,NaN,97,6.1, NaN,2.5,1,11,33,24
12/3/20,9:00,214,NaN,95,4.9, NaN,2,1,12,32,26
12/3/20,8:00,224,NaN,97,5.3, NaN,1.8,1,10,34,28
12/3/20,7:00,223,NaN,96,4.8, NaN,2,1,10,36,26
12/3/20,6:00,221,NaN,97,5.1, NaN,1.6,1,8,38,26
12/3/20,5:00,222,NaN,96,4.9, NaN,1.7,1,8,38,27
12/3/20,4:00,209,NaN,96,3.6, NaN,1.4,1,11,32,31
12/3/20,3:00,198,NaN,97,2.1, NaN,1.1,1,11,31,34
12/3/20,2:00,202,NaN,97,2.2, NaN,1.1,1,10,34,34
12/3/20,1:00,209,NaN,104,2.8, NaN,0.9,1,10,37,28
12/3/20,0:00,211,NaN,108,1.7, NaN,0.6,1,13,34,28
12/2/20,23:00,232,NaN,100,1.4, NaN,0.9,1,11,37,30
12/2/20,22:00,227,NaN,98,1.2, NaN,1.1,1,12,38,27
12/2/20,21:00,198,NaN,105,1.4, NaN,0.9,1,11,42,29
12/2/20,20:00,189,NaN,111,1.3, NaN,0.8,1,13,38,28
12/2/20,19:00,182,NaN,110,1.9, NaN,0.8,1,11,38,27
12/2/20,18:00,192,NaN,110,2.9, NaN,0.9,1,11,38,25
12/2/20,17:00,212,NaN,108,2.9, NaN,0.8,1,14,35,22
12/2/20,16:00,218,NaN,108,3.2, NaN,0.9,2,13,36,19
12/2/20,15:00,208,NaN,105,2.3, NaN,1,2,8,43,24
12/2/20,14:00,NaN,NaN,108,NAN,NAN,0.9,4,10,37, NaN
12/2/20,13:00,NaN,NaN,110,NAN,NAN,1,3,9,40, NaN
12/2/20,12:00,NaN,NaN,111,NAN,,0.9,2,7,42, NaN
12/2/20,11:00,201,NaN,112,3.1, NaN,0.8,3,7,36,28
12/2/20,10:00,196,NaN,110,2.8, NaN,0.8,3,11,27,27
12/2/20,9:00,190,NaN,114,2.6, NaN,0.5,2,18,23,24
12/2/20,8:00,183,NaN,112,2.3, NaN,0.7,1,20,21,18
12/2/20,7:00,193,NaN,111,1.5, NaN,0.7,1,14,30,16
12/2/20,6:00,139,NaN,111,0.3, NaN,0.6,2,14,31,18
12/2/20,5:00,62,NaN,121,1, NaN,0.4,2,24,8,19
12/2/20,4:00,70,NaN,111,1.2, NaN,0.5,1,16,23,13
12/2/20,3:00,135,NaN,111,1.3, NaN,0.5,1,9,43,14
12/2/20,2:00,136,NaN,114,1.1, NaN,0.5,1,11,37,19
12/2/20,1:00,94,NaN,112,1.2, NaN,0.8,1,21,13,27
12/2/20,0:00,73,NaN,112,0.7, NaN,0.7,2,24,4,29
12/1/20,23:00,156,NaN,111,0.7, NaN,0.8,1,27,4,30
12/1/20,22:00,164,NaN,112,1.4, NaN,0.6,2,27,4,29
12/1/20,21:00,174,NaN,110,0.8, NaN,0.8,1,26,5,30
12/1/20,20:00,196,NaN,111,0.9, NaN,0.8,1,24,6,30
12/1/20,19:00,207,NaN,110,1, NaN,0.7,3,26,6,29
12/1/20,18:00,205,NaN,104,2.8, NaN,0.9,3,24,8,26
12/1/20,17:00,191,NaN,103,3.4, NaN,1,1,20,13,24
12/1/20,16:00,184,NaN,100,2.8, NaN,1.1,4,19,14,22
12/1/20,15:00,193,NaN,99,3.1, NaN,1.1,5,17,16,21
12/1/20,14:00,184,NaN,95,3.2, NaN,1.6,5,14,20,22
12/1/20,13:00,180,NaN,99,2.8, NaN,1.2,5,14,20,24
12/1/20,12:00,190,NaN,97,3.7, NaN,1.6,6,12,20,24
12/1/20,11:00,194,NaN,98,4.4, NaN,1.6,5,12,20,22
12/1/20,10:00,194,NaN,101,4.9, NaN,1.2,3,13,22,21
12/1/20,9:00,194,NaN,100,4.6, NaN,1.4,2,15,20,21
12/1/20,8:00,192,NaN,103,4.4, NaN,1,1,16,19,21
12/1/20,7:00,192,NaN,101,4.7, NaN,1.1,1,16,20,21
12/1/20,6:00,198,NaN,100,5.3, NaN,1.2,1,17,21,23
12/1/20,5:00,191,NaN,95,5.5, NaN,1.7,1,16,22,25
12/1/20,4:00,196,NaN,94,5.1, NaN,2,1,15,22,25
12/1/20,3:00,200,NaN,92,6.2, NaN,2,1,17,22,25
12/1/20,2:00,196,NaN,96,5.7, NaN,1.5,1,16,22,23
12/1/20,1:00,200,NaN,99,7, NaN,0.8,1,15,25,21
12/1/20,0:00,203,NaN,96,6.5, NaN,1.4,1,14,27,18
